time, px, py, pz, qx, qy, qz, qw
2.44076, 0.557676, -0.632899, 1.63971, 0.000285054, -0.0350793, 0.709362, 0.703971
2.46058, 0.557433, -0.632583, 1.63931, 0.00216915, -0.0343385, 0.70976, 0.703603
2.47994, 0.557472, -0.632413, 1.63881, 0.00218578, -0.0344194, 0.709925, 0.703432
2.50028, 0.557799, -0.632229, 1.6384, 0.000753632, -0.0357666, 0.710013, 0.70328
2.52053, 0.557975, -0.632082, 1.63791, 0.000297268, -0.0355774, 0.709741, 0.703564
2.54071, 0.557981, -0.63188, 1.63728, 0.000804968, -0.0348096, 0.709728, 0.703615
2.56066, 0.558018, -0.631621, 1.63665, 0.0010797, -0.0345374, 0.709903, 0.703451
2.58078, 0.558018, -0.631549, 1.63596, 0.00219506, -0.0333223, 0.710063, 0.703346
2.60021, 0.558313, -0.631309, 1.63546, 0.00197189, -0.0339907, 0.71027, 0.703105
2.6207, 0.558584, -0.631134, 1.63489, 0.00106814, -0.0345359, 0.710481, 0.702867
2.64076, 0.558747, -0.630805, 1.63424, 0.00115565, -0.0346513, 0.710311, 0.703034
2.66061, 0.558956, -0.63073, 1.6334, 0.000692613, -0.033815, 0.710328, 0.703058
2.68068, 0.559088, -0.630485, 1.6327, 0.00170037, -0.0325466, 0.710459, 0.702983
2.70029, 0.559226, -0.630295, 1.63181, 0.00192324, -0.0318601, 0.710385, 0.70309
2.71995, 0.559536, -0.629987, 1.63112, 0.00141727, -0.0327613, 0.710539, 0.702893
2.74069, 0.559961, -0.629677, 1.6304, 0.00139151, -0.0329615, 0.710578, 0.702844
2.76072, 0.560349, -0.629543, 1.62944, 0.000717876, -0.032685, 0.710441, 0.702997
2.78068, 0.560726, -0.629198, 1.62855, -0.000146182, -0.0337327, 0.710411, 0.702978
2.80026, 0.56095, -0.628958, 1.62754, 0.00133603, -0.0319478, 0.710278, 0.703195
2.82059, 0.561286, -0.628596, 1.62672, 0.00157858, -0.032356, 0.710106, 0.70335
2.84036, 0.56174, -0.628316, 1.62581, 0.00100966, -0.033139, 0.710225, 0.703193
2.86024, 0.562195, -0.627922, 1.62488, 0.00134079, -0.0332398, 0.710421, 0.70299
2.88076, 0.562691, -0.627593, 1.62388, 0.000917118, -0.0336466, 0.710423, 0.70297
2.90021, 0.563212, -0.627199, 1.62297, 0.000198871, -0.0345122, 0.710458, 0.702892
2.92018, 0.563641, -0.62698, 1.62189, 0.000518941, -0.0334447, 0.710165, 0.70324
2.94061, 0.56403, -0.626601, 1.62078, 0.000604993, -0.0333592, 0.71012, 0.70329
2.96071, 0.564598, -0.626204, 1.61996, 0.000436453, -0.0345364, 0.709997, 0.703357
2.98064, 0.565136, -0.625765, 1.6191, 0.000787168, -0.035579, 0.709975, 0.703327
3.00021, 0.565764, -0.625528, 1.61802, -0.000419807, -0.0361679, 0.709881, 0.703392
3.01988, 0.566241, -0.625022, 1.61723, -0.000303579, -0.0367301, 0.709779, 0.703466
3.04053, 0.566661, -0.624746, 1.61614, -0.000430332, -0.0357999, 0.709644, 0.70365
3.05984, 0.566981, -0.624238, 1.6152, 0.000633711, -0.0354019, 0.709592, 0.703723
3.0806, 0.567594, -0.62398, 1.6142, -3.40247e-05, -0.0360024, 0.709388, 0.703898
3.10009, 0.568241, -0.623561, 1.61328, -0.000104625, -0.0369699, 0.709258, 0.703979
3.12058, 0.568785, -0.623235, 1.61231, -0.000847535, -0.037806, 0.709226, 0.703966
3.14058, 0.569186, -0.62274, 1.61154, -5.78969e-05, -0.0379731, 0.70919, 0.703994
3.1606, 0.569694, -0.622501, 1.61048, 3.00127e-05, -0.0371243, 0.70893, 0.704301
3.18056, 0.570053, -0.62215, 1.60948, 0.000194783, -0.0367781, 0.708847, 0.704403
3.20019, 0.570576, -0.621855, 1.60867, -9.97852e-05, -0.0371107, 0.708728, 0.704505
3.22006, 0.571058, -0.621498, 1.60783, 0.00017705, -0.0374286, 0.708897, 0.704318
3.24066, 0.571557, -0.621219, 1.60707, -0.000601297, -0.0384154, 0.708727, 0.704436
3.25994, 0.571955, -0.620838, 1.60637, -0.000414171, -0.0388237, 0.708532, 0.70461
3.28076, 0.572342, -0.620671, 1.60551, -0.000411616, -0.0376066, 0.708529, 0.704679
3.30033, 0.572682, -0.620383, 1.60479, -8.25383e-05, -0.0374386, 0.708368, 0.70485
3.32065, 0.572972, -0.620037, 1.6042, 0.00068124, -0.0375945, 0.708366, 0.704843
3.34016, 0.573376, -0.61976, 1.60358, 0.000625129, -0.0375985, 0.708259, 0.70495
3.36102, 0.573832, -0.619571, 1.60301, -0.000535563, -0.0388776, 0.708109, 0.705032
3.38066, 0.574109, -0.619309, 1.60248, 0.000417015, -0.0387107, 0.70785, 0.705301
3.40017, 0.574511, -0.619199, 1.60187, 0.000637837, -0.0378587, 0.707835, 0.705362
3.42072, 0.574761, -0.618956, 1.60134, 0.000541975, -0.0378209, 0.707815, 0.705384
3.44049, 0.575051, -0.618791, 1.60084, 0.000898008, -0.0372665, 0.707581, 0.705648
