time, px, py, pz, qx, qy, qz, qw
2.28071, -0.44306, 0.439635, 1.5606, -0.0179494, -0.00132942, 0.707979, 0.706004
2.30084, -0.449002, 0.44544, 1.56157, -0.017941, -0.00261969, 0.70777, 0.70621
2.3207, -0.455458, 0.451093, 1.56169, -0.0178393, -0.00130607, 0.707675, 0.706312
2.34056, -0.461644, 0.456753, 1.56181, -0.0180621, -0.000979054, 0.70755, 0.706432
2.36069, -0.467497, 0.462343, 1.56255, -0.0189611, -0.00173532, 0.70779, 0.706166
2.38084, -0.473498, 0.468143, 1.5634, -0.0186296, -0.00287035, 0.707327, 0.706635
2.40011, -0.479783, 0.473937, 1.56365, -0.0185821, -0.00335599, 0.706949, 0.707012
2.42073, -0.486066, 0.479647, 1.564, -0.0186454, -0.00341493, 0.707302, 0.706657
2.44067, -0.492186, 0.485188, 1.56456, -0.0186125, -0.00313383, 0.707524, 0.706437
2.46017, -0.498508, 0.490974, 1.5648, -0.0184701, -0.00283113, 0.707329, 0.706638
2.48083, -0.504881, 0.496724, 1.56486, -0.0189689, -0.00276533, 0.707286, 0.706667
2.50083, -0.511129, 0.502658, 1.56561, -0.0176408, -0.00359542, 0.707329, 0.706656
2.52072, -0.517263, 0.508008, 1.56584, -0.0180819, -0.00216841, 0.707189, 0.70679
2.53988, -0.523746, 0.514208, 1.56642, -0.0168774, -0.00353078, 0.706955, 0.707048
2.56071, -0.53015, 0.51972, 1.56632, -0.0175117, -0.00260769, 0.707126, 0.706865
2.58063, -0.536625, 0.525754, 1.56701, -0.0158288, -0.00356717, 0.707789, 0.706238
2.60004, -0.542907, 0.531194, 1.56675, -0.0176332, -0.00233809, 0.707793, 0.706196
2.62064, -0.549608, 0.537072, 1.56616, -0.017168, -0.000695018, 0.707614, 0.70639
2.6402, -0.555832, 0.54277, 1.56563, -0.0181725, -0.00018212, 0.707841, 0.706138
2.66019, -0.562048, 0.548631, 1.56597, -0.0177139, -0.000658267, 0.70779, 0.706201
2.68058, -0.568489, 0.554349, 1.56591, -0.017834, -0.000344513, 0.707693, 0.706295
2.70085, -0.575067, 0.560269, 1.56527, -0.0184246, -0.000395925, 0.707733, 0.70624
2.72073, -0.581326, 0.565998, 1.56481, -0.0195406, -0.000330149, 0.707908, 0.706034
2.74056, -0.587556, 0.571998, 1.56474, -0.0191597, -0.000507414, 0.707918, 0.706035
2.76076, -0.593886, 0.577526, 1.56366, -0.0208519, 0.00145568, 0.707375, 0.706529
2.78074, -0.600345, 0.583705, 1.56348, -0.020624, 6.51764e-05, 0.707338, 0.706575
